answer.topic_new,scenario.id
['Other'],7385843458717535530
['Other'],7394475339402988833
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7421596417036193057
['Government or politics generally'],7356569267417992491
['Government or politics generally'],7387057278240689414
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7390876757911555361
['Other'],7341149887578262830
['Government or politics generally'],7379774684910439723
['Other'],7391173556668845345
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7386514317610405150
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally']",7392382210935950634
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7379759908633283882
"['Assassination attempt on Donald Trump', 'Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7392238269708143905
['Crime generally'],7375370813400468782
['Other'],7395576610423983391
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7426693863361826080
['Other'],7400945489476111646
['Government or politics generally'],7427993012640320814
['Government or politics generally'],7394173051300089119
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7364528742464507178
['Other'],7369752861095365919
['Crime generally'],7367771508611026182
"['Crime generally', 'Crypto']",7378546846970449195
['Government or politics generally'],7384231471667760430
['Immigration'],7413816623879998766
['Guns and gun control'],7386189045417676074
"['Crime generally', 'Guns and gun control', 'Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7416468862817815851
"['Crime generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other public health issues', 'Other technology issues']",7358556135303007520
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7362759774091349279
['Other'],7354471424477777195
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally']",7381583720291061035
['Other'],7360317849006542112
"['Crime generally', 'Government or politics generally']",7418860686547127598
['Other'],7391319783838452999
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7415653602875821354
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7395305472552684842
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7379016434606804230
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7371176188347157802
['Other'],7380818991507442986
"['Climate change', 'Environment generally']",7413153924946955553
"['Government or politics generally', 'Democratic National Convention (DNC)']",7422526361228840238
['Other'],7387617636781182239
['Other'],7385249589718175022
"['Racial issues, including affirmative action and racial discrimination', 'Other public health issues']",7421952544701730091
['Other'],7377260294038375698
['Crime generally'],7421709858224803114
['Other'],7390239677455961390
['Other'],7405331969602604318
['Other'],7405331969602604318
['Other'],7353713494266612997
"['Crime generally', 'Government or politics generally']",7424178895018069294
['Government or politics generally'],7397389600357895457
['Government or politics generally'],7397389600357895457
"['Crime generally', 'Economy generally']",7409884171503439134
"['Crime generally', 'Guns and gun control']",7385171115338943761
['Education'],7404883896698981663
['Other'],7336696545011567904
"['Other technology issues', 'Government or politics generally']",7402550335841160494
"['Crime generally', 'Racial issues, including affirmative action and racial discrimination', 'Other public health issues', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7418231976508935442
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other public health issues']",7359246899981028654
['Government or politics generally'],7405040966995922206
['Other'],7396798821134519553
"['Assassination attempt on Donald Trump', 'Government or politics generally']",7391884458661612833
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7345075294677552417
['Government or politics generally'],7360143176264420628
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally']",7411168831953030431
"['Education', 'Government or politics generally']",7417113076962479391
['Other'],7367857064535805227
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally']",7378997794641595653
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7422681575369952558
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7421526620130856200
['Crime generally'],7399666997660781867
['Abortion and reproductive health'],7360848188938521898
['Government or politics generally'],7400823733885144351
['Other'],7383453065300430123
['Other'],7375266405723213089
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7384581125211032874
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7354741207563603232
['Other'],7360189673987165448
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7426713301486193963
['Other'],7379616689413098798
['Other'],7376690054216846622
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7376344704167726378
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7380624466780425514
['Government or politics generally'],7405778668728913182
"['Government or politics generally', 'Biden dropping out of the presidential race']",7395731081649081630
"['Government or politics generally', 'Economy generally']",7380059045874502958
['Other'],7419267549260729618
['Crime generally'],7390842292879363360
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7416854867844697390
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7370440688216984864
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration', 'Other']",7414299051371302174
"['Abortion and reproductive health', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7419598710939733281
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7429637688614980869
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7413058835277040942
['Other'],7381578565281729835
['Other'],7365212170600123653
['Crime generally'],7394319096566844714
['Immigration'],7372436417487605024
['Government or politics generally'],7427932485868064043
['Other'],7397193178295700769
"['Racial issues, including affirmative action and racial discrimination', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7360777409961970986
"['Crime generally', 'Government or politics generally']",7428383451734232363
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7406969571560951086
['Other'],7373048624541961478
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7388711607632760069
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7377111622134943018
['Crime generally'],7362828468968590622
"['Crime generally', 'Other']",7420541865038007585
['Other'],7394616919959080208
"['Government or politics generally', 'Other']",7414046266776096033
"['Environment generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7418731168096390443
['Other'],7418694994539711776
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7373979025632431392
"['Education', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7372229240785243434
['Government or politics generally'],7401276732432534790
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7374398963253873963
['Other'],7330294656544132358
"['Economy generally', 'Government or politics generally']",7421017701117824302
['Other public health issues'],7417184120687561991
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7359680679111707937
"['Racial issues, including affirmative action and racial discrimination', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7421627538549755182
['Other'],7339576240665316651
"['Immigration', 'Government or politics generally']",7395205275063651630
['Other'],7400634108533132560
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7405728261780589867
"['Racial issues, including affirmative action and racial discrimination']",7353398717367536939
['Government or politics generally'],7421261497034149162
"['Racial issues, including affirmative action and racial discrimination']",7390395337757691167
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7428391832473668896
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7385677191067012382
['Other'],7365339604867648784
"['Crime generally', 'Government or politics generally']",7421189611461954849
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7428028640694258986
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7395377371156712747
['Other'],7367187819590241582
"['Climate change', 'Environment generally', 'Other public health issues']",7422331166482550047
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7371512897899433259
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7354839767965535520
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7379311399064882475
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7395942629000727828
['Other'],7379634998472641834
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7392022405587193119
"['Crime generally', 'Education', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other public health issues', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7423033257345797382
['Government or politics generally'],7407909481201372458
['Government or politics generally'],7379788177340419370
['Other'],7377874791971294506
['Other'],7407528804182215979
['Other'],7391664512107121966
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7382336722106993950
['Immigration'],7419819034230869294
['Other'],7389328404727778602
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally']",7377504798775725358
"['Crime generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7404658508441931038
"['Crime generally', 'Government or politics generally']",7418775260402699551
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally']",7367439871209835822
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other public health issues', 'Economy generally']",7370202990872890670
['Government or politics generally'],7365637402506857774
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7416460662374780203
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7389808072320912647
['Crime generally'],7389003020480040222
"['Crime generally', 'Guns and gun control']",7384546592935693610
"['Biden dropping out of the presidential race', 'Government or politics generally']",7395792723342576903
['Other'],7385189059863334187
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7391183589913808170
['Crime generally'],7343670353417309486
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7364799677801270559
['Other'],7406699641380654369
['Other'],7372248976256421152
['Crime generally'],7414908599283109151
"['Economy generally', 'Government or politics generally']",7363860669260729646
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7400860847976811807
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7400860847976811807
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7421671206664899883
['Other'],7414251053576703265
"['Crime generally', 'Covid, including covid vaccines', 'Other public health issues', 'Other technology issues']",7400834578073603370
['Other'],7361379282356047112
"['Racial issues, including affirmative action and racial discrimination']",7420545880782130462
"['Abortion and reproductive health', 'LGBTQ+ issues, including transgender issues', 'Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7416377418824387870
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7421805143739452680
['Guns and gun control'],7368191991546694958
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally', 'Government or politics generally']",7366773458534960426
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7384114548850183470
['Other'],7400606078947380486
['Other'],7414794856708508961
['Immigration'],7413367477406567722
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7429250390811626760
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7421229555609849120
['Other'],7402286771364547883
['Other'],7398626640659500318
['Other'],7410442253333843242
['Other'],7390511750526864682
"['Crime generally', 'Guns and gun control']",7383444151313927442
"['Government or politics generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7378176598836645125
"['Immigration', 'Government or politics generally']",7432697592863051051
"['Racial issues, including affirmative action and racial discrimination', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7395241602232388907
"['Abortion and reproductive health', 'Government or politics generally']",7413199911044517166
['Government or politics generally'],7399060931830877470
['Other'],7362797465373789445
['Other'],7362797465373789445
"['Immigration', 'Racial issues, including affirmative action and racial discrimination', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other public health issues', 'Economy generally', 'Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7371905485487770926
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7391353177653710111
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7391599102569581867
"['Immigration', 'Economy generally', 'Government or politics generally']",7414258046806920479
"['Immigration', 'Economy generally', 'Government or politics generally']",7414258046806920479
"['LGBTQ+ issues, including transgender issues', 'Government or politics generally']",7413150028631493919
"['Immigration', 'Government or politics generally']",7397580282553027882
"['Education', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally']",7366324812110761259
['Other'],7406295097655971115
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7416765372361231658
"['Crime generally', 'Immigration']",7428311340772494634
['Other'],7408801560140074282
['Other'],7370280474595314952
['Crime generally'],7421776742576164102
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7422025756483538218
['Other'],7413109229810093344
['Other'],7433904734655892779
['Other'],7432991867874135301
['Guns and gun control'],7424896037397024046
"['Immigration', 'Education', 'Economy generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7416043620182002975
"['Immigration', 'Education', 'Economy generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7416043620182002975
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7424149690976865582
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7424149690976865582
"['Abortion and reproductive health', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7424520021751188767
"['Abortion and reproductive health', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7424520021751188767
['Other'],7373019021186321697
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7358837355601579296
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7358837355601579296
['Other'],7333471840674778369
"['Immigration', 'Abortion and reproductive health', 'LGBTQ+ issues, including transgender issues', 'Government or politics generally']",7434581247315184939
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7356334205103525125
['Government or politics generally'],7423797298137681183
['Other'],7375574938670894379
['Other'],7374752269000035617
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7402662549730233632
['Other'],7433466033429646635
['Government or politics generally'],7432341564896152874
['Guns and gun control'],7372348008911867166
['Other'],7385941938697981192
"['Immigration', 'Economy generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7434739325020998930
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7428275860911721761
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7406024224365645088
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7376028210640817451
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7409502797009505582
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7373082956056775941
['Crime generally'],7410915317024754990
['Other'],7394869058040007942
['Other'],7394869058040007942
"['Covid, including covid vaccines', 'Economy generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7386985757958819090
"['Racial issues, including affirmative action and racial discrimination', 'Education', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7402296302391938347
['Crime generally'],7425667302055595297
"['Education', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7419716312089300257
"['Education', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7419716312089300257
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7420897718807088416
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally']",7410081962494397742
['Other'],7419367406751010078
['Other'],7419367406751010078
['Other'],7365271032770415915
['Other'],7365271032770415915
['Other'],7386559279173504287
"['Environment generally', 'Education', 'Economy generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7434972371322211615
['Government or politics generally'],7372733256489241889
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally']",7424257936995798290
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7426454245659905323
['Other'],7375868139176856840
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7365806199486369041
"['Abortion and reproductive health', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7434929108116655392
"['Immigration', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7352146458696486150
"['Crime generally', 'Abortion and reproductive health']",7361129997781847339
['Other'],7432178134151335214
['Other'],7354082045275933985
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7434056992890686753
"['Racial issues, including affirmative action and racial discrimination']",7355494019520007466
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7376660759595601194
['Other'],7390820547501853984
['Other'],7362661970195074337
['Crime generally'],7306540180796640545
['Other'],7364979852891393313
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7434602782734224641
['Other'],7387924897156074782
"['Crime generally', 'Guns and gun control']",7294018673235348768
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7424545118109142304
['Other'],7359240270879214853
['Other'],7424387288517381408
"['Education', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7426346652975254817
"['Racial issues, including affirmative action and racial discrimination']",7422990979860385032
"['Racial issues, including affirmative action and racial discrimination']",7422990979860385032
"['Abortion and reproductive health', 'LGBTQ+ issues, including transgender issues', 'Racial issues, including affirmative action and racial discrimination', 'Education', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7373635644532313377
"['Crime generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7374519302197742891
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7354417754130173226
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7375207217072524550
['Other'],7337037573224746283
['Other'],7368922218463497505
"['Economy generally', 'Other technology issues', 'Other']",7372848877575245102
"['Crime generally', 'Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7372066333720104234
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7434300721320758570
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration', 'Other']",7409958808203676961
['Other'],7415358362960891166
"['AI, LLMs', 'Other technology issues']",7403719157100956960
"['Education', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7429724339219500289
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7364898405136469291
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7398559924537576736
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7423945607145917727
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7423388883385109792
"['Government or politics generally', 'Ukraine war', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7409968122159058184
"['Democratic National Convention (DNC)', 'Government or politics generally']",7407166162749967659
['Government or politics generally'],7418575752481819947
['Other vaccines'],7368343753834188039
"['Education', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7364169729835027744
"['Education', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7364169729835027744
['Other'],7364394278740774190
['Crime generally'],7358506631589645611
"['Abortion and reproductive health', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7420784119455681838
['Other'],7433168854550940974
"['Crime generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7433566442303425838
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7420560851976850718
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other technology issues']",7372544723053071658
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7434635524364586258
"['Crime generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7432641724205370657
"['Crime generally', 'Education', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other public health issues']",7433679947614473478
['Other'],7418245359903821088
['Other'],7374684427042983185
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally', 'Other']",7393830484280757547
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7405033614024396037
['Other'],7354697220748348704
['Crime generally'],7434530792555990279
"['Climate change', 'Government or politics generally']",7422822987184852270
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7419800216624270624
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7374562527327391007
['Other'],7368573261199838465
['Other'],7433285995446947077
"['Crime generally', 'Other']",7344709165522210049
['Other'],7418624788341542186
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7376163817622867206
"['Abortion and reproductive health', 'Government or politics generally']",7424641318627937578
['Other'],7432338999223635243
['Other'],7363282589311896878
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7425808134838422817
['Education'],7405687774969466155
['Other'],7424930126619577633
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7368279287306210593
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7433066529245220128
['Other'],7418410926652591406
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7371458851629010219
['Other'],7360358800626371845
['Other'],7434168337493396766
['Other'],7404474492472347936
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7353769731909782816
"['Environment generally', 'Government or politics generally']",7367936081171451153
['Government or politics generally'],7368979408884976939
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7352605313972866309
"['Crime generally', 'Government or politics generally']",7375796507750059307
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7366260063050206506
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7374989963005316395
['Crime generally'],7403422902038613280
['Other'],7376207679846485290
['Other'],7435342639106510088
"['Crime generally', 'Other']",7424483888149417259
"['Government or politics generally', 'Racial issues, including affirmative action and racial discrimination']",7406157175028075819
['Crime generally'],7422027453712977198
['Other'],7371124428354211105
"['Crime generally', 'Education', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other public health issues']",7433718775850994952
"['Education', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7422892858044206342
['Crime generally'],7340318460016217377
"['Government or politics generally', 'Other']",7414319047459818794
"['Economy generally', 'Government or politics generally']",7358523357781937454
['Other'],7375966986372713761
['Other'],7407799863489940767
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7418263388603714862
"['Crime generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7434702765823249706
['Abortion and reproductive health'],7372859179272244513
['Other'],7414417727009344775
['Government or politics generally'],7434667477570784534
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7405116317314845995
['Other'],7385457923163540769
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7398661314425474336
['Other'],7430993232068185387
"['Crime generally', 'Guns and gun control']",7434986747890502955
"['Immigration', 'Government or politics generally']",7419134713710808350
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7434672475763428639
"['Environment generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7363688471690579205
['Other'],7434519944307494162
['Other'],7434519944307494162
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7424359934407511304
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7424359934407511304
"['Biden dropping out of the presidential race', 'Government or politics generally']",7389700241684991275
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7313588414002122016
['Other'],7432276842805005610
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7427767465725234440
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally']",7422771526312791328
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7386372030997810478
['Other'],7419777550546783489
['Other'],7364559838665297198
"['Crime generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7388637984683330859
"['LGBTQ+ issues, including transgender issues', 'Government or politics generally']",7369738249738292526
['Other'],7427324621952666923
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7337357250438188331
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7431618994852957473
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7406348677704437000
['Other'],7427196357389110561
['Other'],7423443800749509920
"['LGBTQ+ issues, including transgender issues']",7407425115689962794
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7427195421077802282
"['Immigration', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7423378294394916128
['Government or politics generally'],7414517570646281518
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7425068352772525343
"['Covid, including covid vaccines', 'Other']",7375603178345139489
['Other'],7407564328016071979
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7435569389983812882
['Government or politics generally'],7433802193406332190
"['Government or politics generally', 'Ukraine war', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7431312242106436910
"['LGBTQ+ issues, including transgender issues']",7375217422741114144
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7409259839802592554
['Government or politics generally'],7418830210298137874
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7419545851988675886
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7285886041725209898
['Other'],7373000157559917857
"['Crime generally', 'Other public health issues']",7432204889230609670
['Other'],7425344425477278994
['Other'],7388227354000231686
['Government or politics generally'],7369121013486898437
['Government or politics generally'],7384753647432830215
"['Government or politics generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7410742138280987934
"['Government or politics generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7424303162535726367
"['Crime generally', 'Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7419028555708796203
